Date,Open,High,Low,Close,Adj Close,Volume
2020-06-19,237.79,240.83,235.55,238.79,238.79,30081291.0
2020-06-22,238.56,240.7,236.91,239.22,239.22,18917782.0
2020-06-23,241.28,245.19,239.86,242.24,242.24,24017915.0
2020-06-24,241.2,243.22,232.68,234.02,234.02,20834904.0
2020-06-25,234.62,237.3,232.74,235.68,235.68,18704339.0
2020-06-26,232.64,233.09,215.4,216.08,216.08,76343939.0
2020-06-29,209.75,220.75,207.11,220.64,220.64,58514281.0
2020-06-30,220.59,227.5,218.47,227.07,227.07,33927068.0
2020-07-01,228.5,239.0,227.56,237.55,237.55,43399739.0
2020-07-02,239.0,240.0,232.61,233.42,233.42,30633620.0
2020-07-06,233.76,240.4,232.27,240.28,240.28,26206158.0
2020-07-07,239.41,247.65,238.82,240.86,240.86,27887786.0
2020-07-08,238.11,246.99,236.59,243.58,243.58,29791339.0
2020-07-09,245.0,246.53,239.24,244.5,244.5,22174896.0
2020-07-10,243.69,245.49,239.32,245.07,245.07,22982716.0
2020-07-13,247.01,250.15,238.42,239.0,239.0,24674874.0
2020-07-14,236.76,240.33,232.03,239.73,239.73,23378056.0
2020-07-15,241.55,244.82,238.05,240.28,240.28,19133562.0
2020-07-16,238.0,241.76,236.33,240.93,240.93,18880705.0
2020-07-17,241.0,244.16,237.86,242.03,242.03,18152413.0
2020-07-20,240.06,246.05,235.64,245.42,245.42,20872223.0
2020-07-21,246.22,246.91,240.08,241.75,241.75,19409687.0
2020-07-22,240.26,241.9,238.12,239.87,239.87,15427885.0
2020-07-23,239.63,242.42,231.75,232.6,232.6,21771802.0
2020-07-24,230.19,233.49,226.9,230.71,230.71,18325813.0
2020-07-27,231.46,234.95,230.83,233.5,233.5,13163083.0
2020-07-28,234.63,234.96,229.83,230.12,230.12,14170112.0
2020-07-29,231.14,233.7,230.31,233.29,233.29,13588317.0
2020-07-30,230.22,234.89,229.0,234.5,234.5,20615306.0
2020-07-31,255.82,255.85,249.0,253.67,253.67,53030037.0
